sample_id,tree_albedo,tree_alloc_abg,tree_ctmp_lfdsp,tree_ctmp_lfshd,tree_sla,tree_ek0,tree_lue,tree_pmax,tree_topt,tree_tmin,tree_tmax,tree_gs_b0,tree_gs_b1,tree_gs_b2,tree_km_nstl,tree_kmci,tree_cmpcd0,tree_rgf,tree_rgc,tree_rgr,tree_rmf0,tree_rmc_s,tree_rmr_s,tree_rmc_h,tree_rmr_h,tree_qtf0,tree_qtc0,tree_qtr0,tree_f_sz_s,tree_f_sz_r,tree_lf0,tree_lc0,tree_lr0,tree_dcd,tree_root_spt_a,tree_root_spt_b,c3_albedo,c3_alloc_abg,c3_ctmp_lfdsp,c3_ctmp_lfshd,c3_sla,c3_ek0,c3_lue,c3_pmax,c3_topt,c3_tmin,c3_tmax,c3_gs_b0,c3_gs_b1,c3_gs_b2,c3_km_nstl,c3_kmci,c3_cmpcd0,c3_rgf,c3_rgc,c3_rgr,c3_rmf0,c3_rmc_s,c3_rmr_s,c3_rmc_h,c3_rmr_h,c3_qtf0,c3_qtc0,c3_qtr0,c3_f_sz_s,c3_f_sz_r,c3_lf0,c3_lc0,c3_lr0,c3_root_spt_a,c3_root_spt_b,c4_kmci,c4_cmpcd0,soil_albedo0,soil_sr_lf,soil_sr_lc,soil_sr_lr,soil_sr_ha,soil_sr_hi,soil_sr_hp,soil_kml,soil_kmh,soil_kmsl,soil_kmsh,soil_f_co2_lf,soil_f_co2_lc,soil_f_co2_lr,soil_f_hm_a,soil_f_hm_i,soil_f_hm_p,over_ke_d,over_ke_n,over_scttr,over_spect,over_rfl_d,over_photocap_n0,over_nc_ct,over_acen_et,over_hc_et,over_str_et,over_kc0,over_ko0,over_acen_kc,over_acen_ko,over_acen_vc,over_cv_j,over_cv_p,over_jvr,over_gss_b0,over_gss_b1,over_gss_b2,under_nc_ct,under_gss_b0,under_gss_b1,under_gss_b2,mean_GPP,mean_NEP,mean_ER,mean_NPP,sd_annual_GPP,sd_annual_NEP,sd_annual_ER,sd_annual_NPP,sd_daily_GPP,sd_daily_NEP,sd_daily_ER,sd_daily_NPP
195,0.2,0.58,0.0,8.0,250.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,10.0,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.5,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,80000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,6.3999999999999995,6400.0,1.0,0.8884000000000001,0.034800000000000005,0.8535,0.1694,0.007820201759261436,0.004917090377222874,0.00499444135459057,0.004812021982031615,0.00025319320413034845,0.00015834234108208985,0.00010693414983708256,0.00016310880859014753
196,0.2,0.58,0.0,8.0,250.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.5,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,80000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,6.3999999999999995,6400.0,1.0,0.8884000000000001,0.0347,0.8535,0.1694,0.007820201759261436,0.005121848624601603,0.00499444135459057,0.004812021982031615,0.00025319320413034845,0.00015930854496513602,0.00010606847194932809,0.00016310880859014753
197,0.2,0.58,0.0,8.0,250.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,80000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,6.3999999999999995,6400.0,1.0,0.8884000000000001,0.052000000000000005,0.836,0.1694,0.007820201759261436,0.00507718207057594,0.004570436400267367,0.004812021982031615,0.00025319320413034845,0.0001593923205527309,0.00010513126415065099,0.00016310880859014753
198,0.2,0.58,0.0,8.0,250.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,80000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,1.0,6400.0,1.0,0.8884000000000001,0.052000000000000005,0.836,0.1694,0.007820201759261436,0.00507718207057594,0.004570436400267367,0.004812021982031615,0.00025319320413034845,0.0001593923205527309,0.00010513126415065099,0.00016310880859014753
199,0.2,0.58,0.0,8.0,250.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,1.0,6400.0,1.0,0.8884000000000001,0.052000000000000005,0.836,0.1694,0.007820201759261436,0.00507718207057594,0.004570436400267367,0.004812021982031615,0.00025319320413034845,0.0001593923205527309,0.00010513126415065099,0.00016310880859014753
200,0.2,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,30.0,1.0,6400.0,1.0,0.8202,0.07289999999999999,0.7473,0.2465,0.007223418704310138,0.004121757985239899,0.003888730155490639,0.004648775226993788,0.00017912585532736132,0.00012019319183884775,6.578558156229677e-05,0.00012705677023337452
201,0.2,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8202,0.07289999999999999,0.7473,0.2465,0.007223418704310138,0.004121757985239899,0.003888730155490639,0.004648775226993788,0.00017912585532736132,0.00012019319183884775,6.578558156229677e-05,0.00012705677023337452
202,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,74000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8201,0.0727,0.7471,0.2465,0.007156193898372995,0.004056544780420344,0.0037252889522529395,0.0045765100725819975,0.00018066185486709235,0.00012121814582699237,6.616705594568415e-05,0.00012793302154951542
203,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.1,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8201,0.0727,0.7471,0.2465,0.007156193898372995,0.004056544780420344,0.0037252889522529395,0.0045765100725819975,0.00018066185486709235,0.00012121814582699237,6.616705594568415e-05,0.00012793302154951542
204,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,22.400000000000002,0.4,366.0,48.0,0.5,0.26,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8202,0.0718,0.7482,0.2367,0.007146094504459512,0.003852848873813302,0.003938414796731185,0.004164666186436122,0.0001807885343637754,0.00011327347264903423,7.513413895353668e-05,0.00011889942888788285
205,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,5.6000000000000005,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.26,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8203999999999999,0.07189999999999999,0.7485,0.2367,0.007214183560490002,0.003956710193526377,0.004169998667732272,0.004164666186436122,0.00018029504050615336,0.0001131270849591846,7.481690950264831e-05,0.00011865720287109435
206,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.26,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,6.6000000000000005,162.0,1.0,6400.0,1.0,0.8203999999999999,0.07189999999999999,0.7485,0.2367,0.007214183560490002,0.003956710193526377,0.004169998667732272,0.004164666186436122,0.00018029504050615336,0.0001131270849591846,7.481690950264831e-05,0.00011865720287109435
207,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.26,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.8203999999999999,0.07189999999999999,0.7485,0.2367,0.007214183560490002,0.003956710193526377,0.004169998667732272,0.004164666186436122,0.00018029504050615336,0.0001131270849591846,7.481690950264831e-05,0.00011865720287109435
208,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,25.6,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.5,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.8205,0.07189999999999999,0.7484,0.2384,0.00698013053045729,0.003956710193526377,0.0042216373863966875,0.0042216373863966815,0.0001802168699399563,0.00010914255853757072,7.957387013645123e-05,0.00011425045896028332
209,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,1.4,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,12.4,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.5,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.6307,0.0705,0.5602,0.2203,0.005558776843874924,0.002915475947422647,0.003392802839999824,0.003020301677353148,0.00014212006736986305,8.304458728559045e-05,6.7570777267925e-05,8.599537412606039e-05
210,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,1.0,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,2.6,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,12.4,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.5,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.6296999999999999,0.0699,0.56,0.219,0.00573585215988,0.003178049716414138,0.0033993463423951566,0.0030912061651652374,0.0001413257033448113,8.266130647098357e-05,6.733877298895419e-05,8.535222150190195e-05
211,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,42.4,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,2.6,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,12.4,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.5,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.005,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.6392,0.0715,0.5679,0.22280000000000003,0.005940445175985462,0.002915475947422647,0.0037252889522529395,0.003359894178227777,0.0001452200648516127,8.463757586618184e-05,6.924028100154587e-05,8.740893357524818e-05
212,0.05,0.58,0.0,8.0,100.0,0.7400000000000001,0.02,5.0,22.0,3.9993999999999996,33.6,42.4,9800.0,50.0,0.4,30.0,62.0,0.18000000000000002,0.42000000000000004,0.5,0.05,0.401,0.014000000000000002,2.0,0.005,2.6,2.2,3.0,5.0,32.6,0.004,0.001,0.0,0.12399999999999999,7.2,4.1,0.3,0.26,1.4000000000000001,11.0,286.0,200.0,0.044,12.4,35.0,0.0,35.0,28.6,20000.0,50.0,0.4,366.0,48.0,0.5,0.5,0.33999999999999997,0.40800000000000003,0.5,0.032,0.8300000000000001,0.302,1.0,1.4,3.0,300.0,80.0,0.0,0.0,0.002,5.800000000000001,3.1999999999999997,83.0,0.1,0.13,4.18,10.0,0.3,2.48,0.4,0.04020000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.22000000000000003,0.66,0.42000000000000004,0.9000000000000001,0.3,0.2,0.0,0.66,0.78,0.05,0.25,0.08600000000000001,0.5,250.0,50000.0,150000.0,760.0,52.0,29000.0,56000.0,40000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,1000.0,2.4000000000000004,162.0,1.0,6400.0,1.0,0.6392,0.0715,0.5679,0.22280000000000003,0.005940445175985462,0.002915475947422647,0.0037252889522529395,0.003359894178227777,0.0001452200648516127,8.463742013739136e-05,6.924017363067026e-05,8.740942188461375e-05
