sample_id,tree_albedo,tree_alloc_abg,tree_ctmp_lfdsp,tree_ctmp_lfshd,tree_sla,tree_ek0,tree_lue,tree_pmax,tree_topt,tree_tmin,tree_tmax,tree_gs_b0,tree_gs_b1,tree_gs_b2,tree_km_nstl,tree_kmci,tree_cmpcd0,tree_rgf,tree_rgc,tree_rgr,tree_rmf0,tree_rmc_s,tree_rmr_s,tree_rmc_h,tree_rmr_h,tree_qtf0,tree_qtc0,tree_qtr0,tree_f_sz_s,tree_f_sz_r,tree_lf0,tree_lc0,tree_lr0,tree_dcd,tree_root_spt_a,tree_root_spt_b,c3_albedo,c3_alloc_abg,c3_ctmp_lfdsp,c3_ctmp_lfshd,c3_sla,c3_ek0,c3_lue,c3_pmax,c3_topt,c3_tmin,c3_tmax,c3_gs_b0,c3_gs_b1,c3_gs_b2,c3_km_nstl,c3_kmci,c3_cmpcd0,c3_rgf,c3_rgc,c3_rgr,c3_rmf0,c3_rmc_s,c3_rmr_s,c3_rmc_h,c3_rmr_h,c3_qtf0,c3_qtc0,c3_qtr0,c3_f_sz_s,c3_f_sz_r,c3_lf0,c3_lc0,c3_lr0,c3_root_spt_a,c3_root_spt_b,c4_kmci,c4_cmpcd0,soil_albedo0,soil_sr_lf,soil_sr_lc,soil_sr_lr,soil_sr_ha,soil_sr_hi,soil_sr_hp,soil_kml,soil_kmh,soil_kmsl,soil_kmsh,soil_f_co2_lf,soil_f_co2_lc,soil_f_co2_lr,soil_f_hm_a,soil_f_hm_i,soil_f_hm_p,over_ke_d,over_ke_n,over_scttr,over_spect,over_rfl_d,over_photocap_n0,over_nc_ct,over_acen_et,over_hc_et,over_str_et,over_kc0,over_ko0,over_acen_kc,over_acen_ko,over_acen_vc,over_cv_j,over_cv_p,over_jvr,over_gss_b0,over_gss_b1,over_gss_b2,under_nc_ct,under_gss_b0,under_gss_b1,under_gss_b2
97,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.1,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
98,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,1.4,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
99,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.6,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
100,0.3,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
101,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,3.1999999999999997,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
102,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.33999999999999997,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
103,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.3,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
104,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,9.999,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
105,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,1.0,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
106,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,6.0600000000000005,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
107,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.1,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
108,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.302,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
109,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,70.0,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
110,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.08600000000000001,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
111,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.7300000000000001,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.2,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
112,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,3000.0,50.0,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.22000000000000003,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.2,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
113,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,3000.0,22.400000000000002,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.22000000000000003,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.2,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
114,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,13200.0,22.400000000000002,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.203,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.22000000000000003,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.2,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
115,0.15000000000000002,0.1,0.0,5.0,150.0,0.42000000000000004,0.044,10.0,22.0,0.9996000000000009,33.6,28.6,13200.0,22.400000000000002,0.2,366.0,62.0,0.33999999999999997,0.1,0.33999999999999997,0.8300000000000001,0.5,0.032,0.44,0.401,1.4,2.6,2.6,241.0,48.4,0.004,0.005,0.002,0.2,4.4,0.5,0.25,0.42000000000000004,0.0,14.0,158.0,300.0,0.02,30.0,25.0,5.0,30.0,56.2,9800.0,40.800000000000004,0.30000000000000004,450.0,48.0,0.42000000000000004,0.26,0.26,1.204,0.005,0.041,2.0,0.005,2.2,2.6,2.2,182.0,48.4,0.004,0.001,0.003,4.4,2.3,83.0,15.0,0.29,4.18,4.18,6.119999999999999,1.72,0.24799999999999997,0.001,0.22000000000000003,0.56,0.9,0.9,0.42000000000000004,0.3,0.3,0.6,0.1,0.8,0.42000000000000004,0.78,0.05,0.25,0.2,0.3,74.0,30000.0,250000.0,640.0,70.0,26000.0,80000.0,30000.0,68000.0,0.81,0.78,2.42,8.2,10000.0,1.0,118.0,6.3999999999999995,2800.0,8.0
116,0.2,0.1,4.2,17.0,250.0,0.7400000000000001,0.055999999999999994,20.0,10.0,-5.0,44.4,1.0,20000.0,22.400000000000002,0.1,282.0,20.0,0.42000000000000004,0.18000000000000002,0.26,1.22,0.10400000000000001,0.041,0.8300000000000001,0.005,1.4,1.0,1.8,5.0,80.0,0.001,0.004,0.003,0.01,3.0,1.4,0.15000000000000002,0.7400000000000001,5.6000000000000005,11.0,94.0,50.0,0.08,25.6,20.0,15.0,50.0,70.0,9800.0,22.400000000000002,0.1,366.0,90.0,0.26,0.26,0.1,1.602,0.5,0.005,2.0,0.005,2.2,2.6,1.8,123.0,32.6,0.003,0.003,0.005,10.0,0.5,83.0,9.04,0.13,10.0,4.18,6.119999999999999,0.2,0.17200000000000001,0.0108,0.7300000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.3,0.42000000000000004,0.54,0.6,0.5,0.6,0.3,0.42000000000000004,0.05,0.1,0.2,0.5,118.0,80000.0,150000.0,640.0,25.0,29000.0,74000.0,34000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,6400.0,6.6000000000000005,30.0,6.3999999999999995,1000.0,5.2
117,0.2,0.1,4.2,17.0,250.0,0.7400000000000001,0.055999999999999994,20.0,10.0,-5.0,44.4,1.0,20000.0,22.400000000000002,0.1,282.0,62.0,0.42000000000000004,0.18000000000000002,0.26,1.22,0.10400000000000001,0.041,0.8300000000000001,0.005,1.4,1.0,1.8,5.0,80.0,0.001,0.004,0.003,0.01,3.0,1.4,0.15000000000000002,0.7400000000000001,5.6000000000000005,11.0,94.0,50.0,0.08,25.6,20.0,15.0,50.0,70.0,9800.0,22.400000000000002,0.1,366.0,90.0,0.26,0.26,0.1,1.602,0.5,0.005,2.0,0.005,2.2,2.6,1.8,123.0,32.6,0.003,0.003,0.005,10.0,0.5,83.0,9.04,0.13,10.0,4.18,6.119999999999999,0.2,0.17200000000000001,0.0108,0.7300000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.3,0.42000000000000004,0.54,0.6,0.5,0.6,0.3,0.42000000000000004,0.05,0.1,0.2,0.5,118.0,80000.0,150000.0,640.0,25.0,29000.0,74000.0,34000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,6400.0,6.6000000000000005,30.0,6.3999999999999995,1000.0,5.2
118,0.2,0.1,4.2,17.0,250.0,0.7400000000000001,0.055999999999999994,20.0,10.0,-5.0,44.4,1.0,20000.0,22.400000000000002,0.1,282.0,62.0,0.42000000000000004,0.18000000000000002,0.26,1.22,0.10400000000000001,0.041,0.8300000000000001,0.005,1.4,1.0,1.8,5.0,80.0,0.001,0.004,0.003,0.01,3.0,1.4,0.15000000000000002,0.7400000000000001,5.6000000000000005,11.0,94.0,50.0,0.08,25.6,20.0,15.0,50.0,70.0,9800.0,22.400000000000002,0.1,366.0,90.0,0.26,0.26,0.1,1.602,0.5,0.005,2.0,0.005,2.2,2.6,1.8,123.0,32.6,0.003,0.003,0.005,10.0,0.5,83.0,9.04,0.13,10.0,4.18,6.119999999999999,0.2,0.17200000000000001,0.04020000000000001,0.7300000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.3,0.42000000000000004,0.54,0.6,0.5,0.6,0.3,0.42000000000000004,0.05,0.1,0.2,0.5,118.0,80000.0,150000.0,640.0,25.0,29000.0,74000.0,34000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,6400.0,6.6000000000000005,30.0,6.3999999999999995,1000.0,5.2
119,0.2,0.1,4.2,17.0,250.0,0.7400000000000001,0.055999999999999994,20.0,10.0,-5.0,44.4,1.0,20000.0,22.400000000000002,0.1,282.0,62.0,0.42000000000000004,0.18000000000000002,0.26,1.22,0.10400000000000001,0.041,0.8300000000000001,0.005,1.4,1.0,1.8,5.0,80.0,0.001,0.004,0.003,0.01,3.0,4.1,0.15000000000000002,0.7400000000000001,5.6000000000000005,11.0,94.0,50.0,0.08,25.6,20.0,15.0,50.0,70.0,9800.0,22.400000000000002,0.1,366.0,90.0,0.26,0.26,0.1,1.602,0.5,0.005,2.0,0.005,2.2,2.6,1.8,123.0,32.6,0.003,0.003,0.005,10.0,0.5,83.0,9.04,0.13,10.0,4.18,6.119999999999999,0.2,0.17200000000000001,0.04020000000000001,0.7300000000000001,0.7300000000000001,0.22000000000000003,0.7300000000000001,0.3,0.42000000000000004,0.54,0.6,0.5,0.6,0.3,0.42000000000000004,0.05,0.1,0.2,0.5,118.0,80000.0,150000.0,640.0,25.0,29000.0,74000.0,34000.0,68000.0,0.45,0.8400000000000001,1.3,10.0,6400.0,6.6000000000000005,30.0,6.3999999999999995,1000.0,5.2
